cgl-id	Chr	Start	End	Strand	Length	3F1	3F2	3F3	3N1	3N2	3N3	1F1	1F2	1F3	1N1	1N2	1N3
Cgl1399	WT-3281083	1471003	1471518	+	516	61.49933795	163.3025299	114.4908327	189.32898	208.2964007	200.6929403	259.0740749	355.645043	380.0931348	64.97515074	70.72223647	49.67032691
Cgl1400	WT-3281083	1471686	1472891	+	1206	1023.029791	836.72597	871.2644452	639.1127935	562.8513062	602.0390094	1224.508935	1492.53082	1565.661491	1017.78669	1070.077657	1014.711237
Cgl1401	WT-3281083	1472952	1474385	+	1434	296.2493415	297.3496928	290.4887113	321.6052248	350.7345839	301.0722224	242.3612178	245.6131046	253.2238738	245.1815312	202.9544038	236.400275
Cgl1402	WT-3281083	1474452	1475597	+	1146	52.70184779	74.13323481	71.479448	110.8218846	133.8708873	113.4238465	24.49431719	26.59654591	27.91829392	32.62154165	38.42275978	38.16900235
Cgl1403	WT-3281083	1475594	1477171	+	1578	74.92615281	206.5748508	159.2014924	293.9650776	336.9219436	286.2625847	46.05674861	42.25235489	39.72632809	52.45848672	57.71919447	65.83427259
Cgl1404	WT-3281083	1477158	1477772	+	615	63.66705655	47.67364467	58.31154699	47.65548959	49.89139409	43.77505951	36.37888181	36.48195586	30.87565117	41.00741221	29.9140377	32.22836952
Cgl1405	WT-3281083	1477818	1477997	+	180	608.5128041	459.1560082	485.4947792	335.0034848	269.1509418	300.0471487	712.5704059	739.6487104	679.1938333	845.5969618	1132.646815	839.1415407
Cgl1406	WT-3281083	1478025	1479287	+	1263	404.8466877	368.3167331	381.2265915	363.6809816	363.84036	333.9887196	441.0941432	418.300703	440.1184278	420.5021632	409.5256339	466.1947554
Cgl1407	WT-3281083	1479401	1479868	-	468	18.04540127	40.94321946	36.70046927	71.6219311	77.06458591	59.28948598	5.344723438	7.688656033	5.558051009	6.973734128	1.933284277	5.111373812
Cgl1409	WT-3281083	1486194	1487498	+	1305	160.4136235	246.2512669	207.1135842	321.1283645	356.3929712	313.1146877	73.47458887	68.12180437	73.35094077	79.34754041	77.88246822	72.27432212
Cgl1410	WT-3281083	1487510	1488496	+	987	282.8824827	295.4173159	270.5922571	318.4441609	316.327348	306.2303238	190.7746775	194.9369176	218.213475	199.3035019	215.7286699	208.0859588
Cgl1411	WT-3281083	1488500	1488664	+	165	31.02019392	44.77295763	41.18078629	74.52083613	51.11149198	50.04956609	24.4237665	39.76720917	29.95284217	37.76190579	34.72881575	37.27983809
Cgl1412	WT-3281083	1488706	1489527	+	822	99.62690019	160.0857917	148.562275	215.772134	228.9856756	200.1251993	68.46707762	61.02726296	56.64343664	81.57464181	49.16468922	59.44970125
Cgl1413	WT-3281083	1489527	1490489	+	963	137.6581503	126.8174846	157.1897268	163.7149594	173.471462	144.2394193	81.38631827	71.21411591	79.6827126	87.80861493	86.43768209	88.36057159
Cgl1414	WT-3281083	1490571	1492352	+	1782	116.3257272	220.4964522	164.596044	258.6111208	286.3693522	241.2574454	103.0133957	109.7517959	132.6858359	29.9697665	22.8479051	30.10768817
Cgl1415	WT-3281083	1492412	1493605	+	1194	104.8100648	175.1756029	165.6658656	267.6096729	282.3755554	244.7021373	332.1606851	324.4099208	337.2368397	356.5875107	324.0728489	331.7145839
Cgl1416	WT-3281083	1493615	1494580	+	966	73.91380058	98.462269	112.7391523	171.7504593	190.5789277	175.9351051	230.1661439	249.7900235	211.9170927	249.093435	236.0287935	252.5844103
Cgl1417	WT-3281083	1494981	1496645	+	1665	98.67775201	112.865164	115.6277333	141.1233161	142.2539512	142.7449697	89.30342705	81.48753033	83.89352237	46.33163902	40.57458606	40.22789336
Cgl1418	WT-3281083	1496673	1497332	+	660	86.46879056	146.9112672	126.116158	178.9010484	218.0394498	168.9172855	57.90117058	40.40861577	37.04693636	46.30328924	42.04014538	40.90426679
Cgl1419	WT-3281083	1497329	1498243	+	915	110.4776579	192.257649	171.4178358	255.8777418	278.858025	255.0558707	60.44502528	68.01012928	54.58188322	73.28344871	62.95534244	57.51552434
Cgl1420	WT-3281083	1498260	1499792	-	1533	8.513859486	46.68413206	39.3988823	71.85787941	101.129121	81.12731035	5.982743261	4.556371735	4.750991548	8.515871029	6.295469741	6.464594668
Cgl1421	WT-3281083	1500244	1501116	+	873	54.52518622	52.09568255	54.69937393	50.35760498	64.53867563	59.21672029	60.48782081	56.49227198	57.20781575	60.15580966	48.71079148	59.89114882
Cgl1422	WT-3281083	1501201	1502166	+	966	18.01483312	43.01749617	37.31919945	36.79121515	68.54154419	58.30308149	28.77076799	34.62002081	28.27356383	31.02150054	24.03996971	35.7297275
Cgl1423	WT-3281083	1502376	1502939	-	564	14.97384361	104.3784459	76.97058904	164.2564335	218.5658357	156.6711151	13.55133779	12.38460615	13.37479934	18.41227676	16.04214613	32.71900684
Cgl1424	WT-3281083	1503178	1504047	+	870	54.71320411	102.6931469	102.1827844	131.4586975	158.603122	144.4706613	30.82738185	36.00723945	44.24975231	63.43256096	49.91873334	49.09940362
Cgl1425	WT-3281083	1504069	1504647	+	579	79.55956472	128.7874987	121.2663914	158.8374412	185.0122191	181.1379374	108.9622029	92.85440617	93.44437262	159.8801637	173.9755509	167.0295567
Cgl1426	WT-3281083	1504747	1505709	+	963	336.4386453	293.6699786	337.3111221	383.0510268	376.9417482	349.5361908	455.9942655	432.1202219	429.2062045	348.1534557	407.4471898	363.7332766
Cgl1427	WT-3281083	1505706	1506416	+	711	135.6969875	300.9954173	239.979922	395.6267729	407.322663	407.9145226	282.8117935	300.0808597	317.5546713	157.7396065	160.7644158	137.4617565
Cgl1428	WT-3281083	1506413	1508044	+	1632	162.3000495	166.4968642	151.273783	184.2285225	199.774208	176.5995259	213.2976945	227.6168089	205.6070193	129.0793436	118.8259064	104.0690742
Cgl1429	WT-3281083	1508127	1508795	-	669	210.012277	139.4135536	159.9679647	107.507945	117.4769432	120.4780586	115.6984826	105.9902834	89.81611039	109.1007015	111.3502388	124.1268152
Cgl1430	WT-3281083	1508870	1509370	-	501	371.8708277	286.6173055	321.3567181	240.0486617	231.7240976	237.0311486	204.1449655	203.2145101	220.6579532	284.8563495	304.0002702	270.7935012
Cgl1431	WT-3281083	1509382	1510197	-	816	24.14899288	104.9623392	91.59696951	180.8226171	218.3552984	173.0574151	41.55260477	41.50277997	49.40943875	41.45083146	49.15659582	45.22921533
Cgl1432	WT-3281083	1510353	1511837	+	1485	7.75504848	164.9448196	106.3836979	216.076397	285.1610427	247.6897415	0.561465896	0.5701392	1.226139738	0.399596887	0	0
Cgl1433	WT-3281083	1511834	1513603	+	1770	15.18149321	201.6443107	124.3372799	299.0955268	349.3386612	312.3177754	4.632093646	5.142124095	3.380048648	4.525942704	1.703911567	1.930688413
Cgl1434	WT-3281083	1513642	1514448	+	807	16.17316802	185.0889518	144.5409878	301.8099556	342.1919037	292.669024	7.576658752	5.245704532	7.413489599	5.882541529	7.100687234	11.85686713
Cgl1436	WT-3281083	1514445	1515995	-	1551	16.50010315	159.8608926	122.1794014	262.8102935	296.3957502	261.0031627	8.869966556	8.734047313	12.24276304	8.417040804	3.889005123	7.270890408
Cgl1437	WT-3281083	1516439	1516627	-	189	1.354056084	47.6378939	38.94743677	58.81944665	82.59658532	97.87470702	0	2.23983257	4.128837893	0	0	0
Cgl1438	WT-3281083	1516873	1517262	-	390	106.3038184	130.2290354	105.9877288	171.4607436	240.1654558	187.6088735	86.58451969	77.61019854	98.0440198	25.86621386	32.47917586	28.03953634
Cgl1439	WT-3281083	1517264	1518400	-	1137	254.5661165	238.7792628	255.4784268	385.6137458	355.0803982	378.2637918	184.6726517	161.0285962	167.2342757	115.3401093	144.2974819	143.0645208
Cgl1440	WT-3281083	1518638	1520929	+	2292	267.3055585	337.3263633	292.0940116	367.446567	389.7130275	365.1325478	180.433386	171.9540572	161.2678685	105.243307	126.0582324	126.8821133
Cgl1441	WT-3281083	1521069	1521500	+	432	4843.458612	3747.208949	4043.605275	2466.907645	1965.881802	2283.2334	5153.204181	5278.865398	5683.431377	5093.361817	5053.068078	5004.947708
Cgl1442	WT-3281083	1521658	1522416	+	759	616.0205902	430.3922217	538.384072	323.781715	296.4561098	283.5416722	577.2723821	539.6181609	604.1974913	523.0375771	439.4744876	510.121456
Cgl1443	WT-3281083	1522425	1523060	+	636	552.0716588	386.5825461	415.1802413	293.176603	220.0605185	296.3075962	664.6617392	673.9307549	618.3908527	662.4449331	697.5508535	622.7471905
Cgl1444	WT-3281083	1523239	1523814	+	576	1084.979751	751.9000273	911.613442	566.4296002	473.1947692	539.0755347	937.7577085	933.7477012	897.7641893	1045.663884	883.309531	924.3371892
Cgl1445	WT-3281083	1523897	1524409	-	513	197.549656	190.8087302	201.9905527	167.4524917	200.7701632	174.5003	80.99391814	86.64615467	78.0857412	107.5756882	96.41548724	81.26956257
Cgl1446	WT-3281083	1524517	1525968	-	1452	74.37796497	176.6433094	149.0983645	273.8849535	302.3931839	288.012503	144.8007786	144.8995818	152.8096553	168.9886152	158.6890863	151.0963135
Cgl1447	WT-3281083	1526033	1526881	-	849	19.59314369	90.27762878	68.91758994	150.1851499	174.5729705	146.8769068	15.54943097	24.4323786	26.04231674	25.16189583	29.12906063	18.11299554
Cgl1448	WT-3281083	1526938	1528002	-	1065	114.3815038	129.4119774	140.7171313	148.8260032	186.0047823	155.7034952	156.1863689	177.8774077	188.7983817	138.4603212	115.5396035	109.0974918
Cgl1449	WT-3281083	1527999	1529381	-	1383	159.138305	173.1036902	168.1375078	244.9225056	250.7923695	225.3533283	170.1113784	161.0055785	156.2957702	141.8070535	149.5967825	163.5766335
Cgl1450	WT-3281083	1529452	1530798	-	1347	234.637714	287.4188298	261.7491947	344.6278897	321.9687337	333.147301	192.1957787	180.5509579	181.1355207	227.0960725	240.2439411	232.6415039
Cgl1451	WT-3281083	1530954	1531691	+	738	9.016031973	189.8812488	128.1319519	276.6209453	334.5543775	290.9385346	0.564889469	2.581270462	2.114770628	0.804066906	1.225985152	0.926102572
Cgl1452	WT-3281083	1531806	1533260	-	1455	1626.433539	1278.697784	1374.273124	1018.265502	912.8317395	966.2352519	940.0762424	914.7383851	943.0350877	1008.986258	998.0530255	980.3359027
Cgl1453	WT-3281083	1533401	1533865	+	465	70.99621802	156.8858878	138.0072946	239.4348208	277.8332303	257.1578996	45.72324696	38.23610955	45.31066616	43.38848776	38.91514158	41.15480334
Cgl1454	WT-3281083	1533883	1534467	+	585	30.18503485	146.4090065	118.0867846	219.6885766	255.1949671	229.2526791	11.63961993	11.57821144	10.22681386	12.6795166	7.217594636	8.1781981
Cgl1455	WT-3281083	1534509	1535252	+	744	143.7811005	118.2229495	138.0072946	126.3281297	131.6813748	121.4307416	61.82350794	53.20053932	61.18338409	63.80659964	53.91368574	57.4146252
Cgl1456	WT-3281083	1535249	1535992	+	744	184.3700235	240.4797529	229.843031	242.4685071	278.3155796	239.5315725	70.60207251	64.29583897	65.72843548	96.10869071	82.69467587	88.6481813
Cgl1457	WT-3281083	1535994	1536869	-	876	28.04565478	224.5356158	155.779487	355.3339174	433.2224064	356.7231402	15.07016768	15.46404952	7.126487322	20.32196496	17.90274208	11.70314552
Cgl1458	WT-3281083	1536847	1537695	-	849	10.24872131	125.8992233	89.81518173	206.1325902	244.3176197	208.7402928	4.091955518	2.243789871	4.289322758	2.446295428	1.776162234	1.207533036
Cgl1459	WT-3281083	1537692	1538498	-	807	5.391056007	43.48303041	38.59104044	100.3945979	115.3980494	90.66599834	3.960526166	2.885137492	2.900930713	2.573611919	0.373720381	3.811135864
Cgl1460	WT-3281083	1538495	1539301	-	807	6.659539773	78.09781119	66.18948148	165.3066976	176.9881451	141.627248	3.443935796	3.147422719	3.545581982	3.676588455	2.616042665	1.693838162
Cgl1461	WT-3281083	1539335	1540387	-	1053	6.561964099	42.31347447	37.82075221	66.70317202	100.8783524	71.99437583	2.771338079	2.814148613	0.988097957	1.972369248	1.718474913	1.298126683
Cgl1462	WT-3281083	1540428	1541087	-	660	9.306058176	153.9070418	130.4058233	135.0052134	229.7298443	235.4832084	5.053193068	6.734769295	7.094094197	1.79818599	2.28479051	3.624428703
Cgl1463	WT-3281083	1541285	1543576	-	2292	851.6037989	812.9474703	810.2376599	724.2371836	667.5538339	704.1069912	1094.968734	1013.900964	1091.991155	580.0679688	574.1044551	602.950959
Cgl1464	WT-3281083	1543584	1544390	-	807	388.4731534	373.896847	387.0798299	382.3760986	421.7920997	394.5915233	339.9164631	289.0383197	280.4233022	175.7409282	147.9932708	170.2307353
Cgl1465	WT-3281083	1544619	1546022	-	1404	617.1891788	496.5804128	548.3560957	583.6527551	505.9679861	551.368692	1154.064357	1205.611418	1141.253141	751.2613583	862.6744065	819.767
Cgl1466	WT-3281083	1546444	1547760	+	1317	34.97721182	123.7566874	104.619626	183.9127821	225.6208351	192.3773071	31.33785451	33.91126919	32.7861706	28.61122811	37.55591872	43.85169515
Cgl1467	WT-3281083	1547772	1549160	-	1389	25.97857493	87.25831206	72.1553194	131.2090582	162.8986502	143.9978985	28.01266136	26.667553	32.77209342	20.93352589	20.62726637	22.14245243
Cgl1468	WT-3281083	1549432	1549908	-	477	59.01640667	62.43398867	58.16678148	52.61465082	74.48202164	85.17869549	25.92807135	20.41205908	31.62845631	21.14847674	26.55530102	25.07466399
Cgl1469	WT-3281083	1550248	1550820	+	573	14.73865235	42.30429161	36.56321994	52.32439114	99.58115125	85.60834157	19.64395735	31.39870003	18.15823995	14.49846296	11.05312268	10.13864125
Cgl1470	WT-3281083	1550871	1551869	+	999	7.172837633	48.29815577	37.78684094	48.38995427	79.38920006	76.8779371	6.955095565	10.17005059	7.290560603	4.45496529	5.735990589	6.157330616
Cgl1471	WT-3281083	1551937	1552422	+	486	66.87532548	123.5056509	112.2374139	134.4727417	194.9405998	191.3314585	71.19699493	56.18246696	58.33895022	34.18773364	35.99250235	30.93868593
Cgl1472	WT-3281083	1553013	1553708	+	696	198.1882864	227.2119044	211.7960579	209.3368433	192.324332	208.3528919	145.7512225	143.5423735	118.8464631	123.1989927	135.6298918	134.5323659
Cgl1473	WT-3281083	1553926	1555443	+	1518	55.80263146	201.5087257	159.0284591	275.6250103	309.6949792	287.240988	46.13784976	42.94635493	43.5241528	22.47732487	23.4439374	24.98829727
Cgl1474	WT-3281083	1555535	1556152	-	618	24.84627183	108.3326265	94.67804832	198.9633974	233.7287035	189.2165149	94.89046207	72.2672193	79.55027959	153.1513262	130.7876199	160.3596056
Cgl1475	WT-3281083	1556356	1556547	-	192	50.65016039	67.3343308	72.74557301	35.09114715	51.40035347	55.91474961	100.6032839	94.80791299	85.35082081	64.90327558	80.11046724	67.63442848
Cgl1476	WT-3281083	1556551	1557294	-	744	109.7276819	93.39923305	99.44643285	100.7455515	111.4227017	125.2046403	138.0289195	146.7993492	145.4416445	105.2808894	134.5815313	133.2019305
Cgl1477	WT-3281083	1557844	1558242	+	399	717.7209906	419.4834787	511.8355456	268.064703	278.8196891	291.0024771	372.657158	311.3956702	365.7281144	197.0568481	135.3008275	186.7106344
Cgl1478	WT-3281083	1558479	1559291	-	813	171.8701888	234.5520601	204.7642418	281.3507178	309.871195	281.3672101	122.8957687	107.5243609	130.218367	121.1619047	93.48249879	99.61924754
Cgl1479	WT-3281083	1559324	1560961	-	1638	57.49530448	95.27578781	89.53301294	124.5285837	149.0901228	128.8638828	26.46910655	24.55201086	21.91460112	10.14361328	10.86321642	14.81255268
Cgl1480	WT-3281083	1560962	1561537	-	576	179.9413593	220.0389739	207.0955051	202.3589486	269.4624591	235.415433	80.82038393	68.34989076	80.38331272	67.47880238	61.78454337	70.60085078
Cgl1481	WT-3281083	1561902	1563209	-	1308	33.84829646	202.4442397	157.8649281	297.5986828	352.4203718	305.7041272	16.78602743	16.99139042	18.09681012	23.81771581	22.13521815	24.81997375
Cgl1482	WT-3281083	1563248	1564024	+	777	9.880949801	336.9316321	224.6967506	346.196522	510.590075	504.205899	2.682679718	4.08618104	2.67816512	2.291125007	0.388149739	0.43980933
Cgl1483	WT-3281083	1563990	1565318	-	1329	183.7053696	179.2686988	198.8287274	187.7019916	198.8760157	183.307948	180.9967066	172.4848041	182.2187576	286.2078875	267.3256472	290.5620689
Cgl1484	WT-3281083	1565340	1565708	+	369	13.87081842	47.54851699	71.09916694	119.138724	148.7988947	95.78591754	7.531859587	9.17785053	5.639388341	5.628468343	13.89449838	16.6698463
Cgl1486	WT-3281083	1566030	1566770	-	741	208.9467516	201.5746074	199.443383	212.7631659	237.550224	207.0674153	100.5183075	101.6902123	96.88560496	106.5079394	85.06450821	98.6917891
Cgl1487	WT-3281083	1566767	1567906	-	1140	183.6313848	151.2744214	173.6787621	158.9813656	164.6385293	148.6472113	83.49958283	75.5678249	71.87437542	68.70963309	67.19689141	67.44707549
Cgl1488	WT-3281083	1567936	1568577	+	642	19.13395139	46.38787009	49.09728999	71.36293103	85.52459834	77.43650155	12.33781952	12.52840928	11.74982372	11.55376512	13.62333033	16.5010706
Cgl1489	WT-3281083	1568582	1571371	-	2790	158.6866372	171.2008976	174.1327334	180.1496483	200.2071402	188.310147	90.25111491	72.83068485	72.44112677	107.1950874	97.82834204	95.66042086
Cgl1490	WT-3281083	1571397	1572425	-	1029	70.13457838	102.5299098	101.0676813	117.6934568	151.1848828	135.6299466	93.58719816	90.91891799	71.03286415	53.34268935	50.11884488	68.74489094
Cgl1491	WT-3281083	1572533	1572850	-	318	1001.132862	760.0975132	869.5340293	672.6906699	517.988605	635.7239225	1204.781338	1144.18466	1074.822196	985.2702104	885.8089697	1037.016461
Cgl1492	WT-3281083	1572971	1573954	-	984	115.994719	105.1072481	114.3213224	96.71462507	112.1462258	125.7190168	74.28296518	69.69430246	66.87962111	79.6026237	82.14100515	94.80975084
Cgl1493	WT-3281083	1573957	1574931	-	975	96.8545901	244.1202464	176.5494223	284.8753312	333.8391853	328.2943538	80.52716646	89.65877482	88.03952799	94.94422027	102.6960608	90.77799891
Cgl1494	WT-3281083	1574956	1576395	-	1440	166.7012296	126.9733095	159.3848951	112.8765233	115.0121849	113.66465	140.4103386	141.844397	150.6509726	109.2023367	83.98509115	87.80610013
Cgl1495	WT-3281083	1576410	1576604	-	195	282.1644562	201.2630547	243.916965	143.3878259	178.5137871	157.5406342	176.7321883	157.3913117	141.3968177	98.90022945	74.23811625	78.86119596
Cgl1496	WT-3281083	1576871	1578415	-	1545	217.6533412	209.3434618	215.8659502	202.9971759	215.204615	187.5060831	169.5436218	147.8224258	141.5910797	84.11320485	79.05818812	88.47426516
Cgl1497	WT-3281083	1578416	1579990	-	1575	236.2557055	233.9387036	229.6101196	218.5944526	249.6125772	231.1241296	122.0225812	136.1370236	108.3407063	119.6221823	118.5305797	108.2693287
Cgl1498	WT-3281083	1580032	1580868	-	837	163.2729562	176.8000248	179.0486796	185.9453475	230.6701819	191.4081972	93.47199723	80.92298317	71.16695851	74.79551403	56.57108545	80.4315105
Cgl1499	WT-3281083	1580914	1582176	-	1263	384.1788387	417.1209851	397.5157716	391.5538547	398.0791444	403.2972636	250.6391764	232.7803191	219.3383835	237.9713359	248.5808658	253.2549571
Cgl1500	WT-3281083	1582275	1583111	+	837	65.43148431	108.121076	108.0155132	153.3445398	173.6457689	173.0566896	50.96963259	59.42781576	52.20982109	69.12381628	77.83028317	70.6327478
Cgl1501	WT-3281083	1583325	1583585	+	261	298.0791048	276.8557707	321.8070704	188.4434937	204.8709595	202.4993938	536.6839535	536.0537224	480.3689327	455.8504829	448.3441791	460.8797353
Cgl1502	WT-3281083	1583738	1584949	-	1212	13.51374785	87.42986659	81.13554945	143.6999848	176.6210526	162.7106438	8.025904832	8.033458895	8.370094639	3.672038222	4.479094266	5.921096396
Cgl1503	WT-3281083	1585378	1586958	-	1581	142.6075424	128.0611724	143.1407839	127.739766	136.8737237	119.9290172	135.0075112	126.382659	109.7393403	66.80926316	56.84662839	62.68326139
Cgl1504	WT-3281083	1587068	1587913	-	846	475.5329728	502.6538494	515.3682918	512.081875	475.5212069	537.8553547	926.0902119	983.0124761	940.2330205	1056.338621	1118.672324	1219.893835
Cgl1505	WT-3281083	1587930	1588202	-	273	60.93252377	45.6647267	68.44608711	31.46634733	37.46423366	61.10447025	72.79004301	65.12743934	63.83818588	61.94849537	44.18935491	45.06354055
Cgl1506	WT-3281083	1588277	1588972	-	696	62.14066864	195.037372	129.8979663	278.3090981	301.3768688	257.7121192	101.6265373	95.49217219	90.44290591	127.4619336	102.2640718	109.000676
Cgl1507	WT-3281083	1589038	1592703	-	3666	157.4173302	201.8298155	186.8917981	243.7887094	263.8158895	242.9697552	113.4900849	106.8713566	108.1336562	142.3612959	122.989787	119.3171759
Cgl1508	WT-3281083	1592847	1593383	+	537	45.27388638	95.43956226	103.6868805	150.8723287	166.068303	149.4776426	34.15845594	24.43794977	23.25066255	23.20564043	28.08122414	29.90949145
Cgl1509	WT-3281083	1593406	1594431	-	1026	41.15617834	58.95269731	66.59433521	65.8318129	97.76177809	96.42590379	16.7947255	13.40952394	20.02848557	14.74827983	11.17008694	13.98902307
Cgl1510	WT-3281083	1594871	1595983	+	1113	29.66149271	41.69179974	48.83974655	31.32665212	44.49575319	56.98365691	21.72464405	24.15215686	15.42471515	28.79036329	24.38752134	25.48404625
Cgl1511	WT-3281083	1596000	1596422	+	423	52.03032527	64.40081893	62.46888386	39.42154403	53.87260774	49.97857379	35.15134895	35.52755704	31.97653176	42.08520402	39.92711926	48.47260272
Cgl1512	WT-3281083	1596498	1597139	+	642	43.05139063	79.83028806	65.56105191	59.81892748	85.80409049	98.53215978	35.49828776	31.98041316	21.47381577	48.98796412	38.05137092	44.1802858
Cgl1513	WT-3281083	1597309	1597689	-	381	210.2411962	159.360441	182.3051432	162.2482016	142.6994495	144.3555595	218.8390699	247.7748644	184.3347311	192.3492651	218.4763461	193.7377413
Cgl1514	WT-3281083	1597714	1598976	-	1263	109.4180237	195.5825829	178.7326552	296.5993777	311.5587308	286.3881347	73.05724896	78.93414708	84.64608041	67.89113138	56.59333832	73.59545762
Cgl1515	WT-3281083	1599210	1600091	-	882	40.91183739	109.410108	98.86657027	181.2326457	209.3396214	179.3953495	63.17923647	76.79425954	73.43433109	41.37662661	53.68480558	48.8188356
Cgl1516	WT-3281083	1600147	1601085	+	939	41.42632926	175.2966786	137.287561	262.6118309	281.2851873	249.7681221	29.30206204	33.58675453	33.79579131	30.96556705	26.33713789	41.12428004
Cgl1517	WT-3281083	1601237	1602148	+	912	178.1875449	212.8878654	191.2287609	281.4679382	283.1200331	250.2807578	191.3786059	194.0254964	211.6301054	143.7957283	164.0239082	146.8847422
Cgl1518	WT-3281083	1602160	1603275	+	1116	318.0612222	327.8799211	325.2304258	368.721172	346.6484054	376.0579091	396.5918888	412.1382244	445.1819566	316.3743899	294.5660023	326.4212825
Cgl1519	WT-3281083	1435078	1435407	+	330	18.61211635	68.55859136	76.64201894	83.19791979	114.7289873	120.1189586	8.421988447	8.338285794	5.51762882	6.293650965	5.483497223	4.142204232
Cgl1519	WT-3281083	1603396	1603749	-	354	2.891712993	63.25840279	47.98608572	49.9602773	92.75823419	105.4434079	1.177650927	2.391685625	2.204379553	0.838137538	1.703911567	1.930688413
Cgl1520	WT-3281083	1604128	1604937	+	810	5.687035552	93.76929031	64.54622214	131.0069494	182.7568123	135.5972503	1.715590239	0.2613138	1.926791017	0.732594292	0.744672462	1.265673515
Cgl1521	WT-3281083	1604940	1606100	+	1161	3.085988284	188.5062993	160.2952943	124.7685232	243.109062	200.5862455	0.957538738	0.911559767	0.448090934	1.788893039	0	3.237769458
Cgl1522	WT-3281083	1606295	1606729	-	435	352.9884136	367.7847586	340.1753841	271.0488607	238.4202979	312.4818771	369.6091275	362.5053161	310.9442054	338.3069918	379.937026	369.2275152
Cgl1523	WT-3281083	1606746	1607378	-	633	1233.493754	1053.278523	1069.556533	816.6425069	661.8930481	747.0194241	935.4194799	945.6339573	935.2698385	830.5744388	1055.334991	947.4556008
Cgl1524	WT-3281083	1607326	1609125	-	1800	21.75291099	176.7365864	125.3058879	278.296191	308.9254699	264.5369816	14.82269967	16.69795181	10.26016216	10.54935781	13.90675824	12.34031678
Cgl1525	WT-3281083	1609126	1610736	-	1611	6.354229667	105.7573528	74.51396154	137.4893363	193.1337609	168.9568965	1.811433269	2.102189228	1.937555212	0.736686998	0.374416322	1.060620264
Cgl1526	WT-3281083	1611306	1611659	-	354	2.168784745	91.30078753	66.11416255	97.54149377	147.5007986	155.3657293	0	0.597921406	1.469586369	0	0.851955783	0.965344207
Cgl1527	WT-3281083	1611703	1612314	+	612	116.2496973	156.1703807	134.1571776	149.9974525	187.3501654	172.4501961	42.23379501	39.77349747	38.25246871	49.93491977	45.83020963	40.76213234
Cgl1528	WT-3281083	1612614	1613705	-	1092	111.084678	183.7159607	165.0656899	265.4587439	274.0804463	255.0052892	1278.5342	1241.685644	1176.957002	994.1646691	971.3372577	810.5178474
Cgl1531	WT-3281083	1617994	1618770	+	777	8.234124834	65.66304295	42.02436525	75.65597131	101.6099652	101.3938507	8.048039153	9.806834495	8.034495359	14.12860421	10.86819269	12.31466123
Cgl1532	WT-3281083	1618865	1619464	+	600	200.0414756	171.221584	200.3845622	190.3343821	202.7603762	174.5228369	171.3874649	185.9117029	176.4458873	207.6904818	157.8333284	194.787154
Cgl1533	WT-3281083	1619785	1621083	-	1299	532.519299	440.2167929	491.8419867	435.5516426	381.9360298	409.5395326	495.9442527	500.5637832	468.1701682	365.9080083	369.6189506	373.0375382
Cgl1534	WT-3281083	1621136	1621564	-	429	894.8132862	796.9801712	842.5342495	694.1666927	598.531465	730.7236649	1058.903086	981.3520973	874.9382843	935.0567148	1056.627734	959.8761731
Cgl1535	WT-3281083	1621631	1622476	-	846	49.00530635	141.081455	122.7067362	237.7238564	269.7872325	222.5608364	35.31560759	35.27736297	33.20639837	19.28905184	19.60706749	27.87174656
Cgl1536	WT-3281083	1622523	1623308	+	786	19.86121195	232.9165729	166.4128148	365.3765245	419.8206802	394.8375883	18.56373408	17.23474222	17.20874419	14.34430809	14.19709523	20.43434721
Cgl1537	WT-3281083	1623305	1624462	-	1158	225.6397655	244.0184187	238.9469487	250.4744265	240.7947977	228.2052754	161.7632703	127.2178478	130.2830195	128.1091055	102.614322	131.912035
Cgl1538	WT-3281083	1624491	1626383	-	1893	248.4810938	271.837398	258.3407268	347.9084256	362.8490246	333.2936239	176.4012842	161.7950689	159.2579801	130.404106	111.045888	117.7016195
Cgl1539	WT-3281083	1626892	1627392	-	501	19.92165149	155.7502399	126.2069174	143.5585134	218.1143361	278.5692915	33.00713436	43.09330567	34.78607733	31.97971491	31.30299812	49.11116395
Cgl1540	WT-3281083	1627758	1630577	+	2820	4615.120101	3518.986273	3781.799298	2744.754868	2302.226803	2597.284961	5227.7119	4981.914234	4755.986407	5556.719913	4724.305088	4531.582447
Cgl1541	WT-3281083	1630765	1631331	+	567	99.29744615	103.4190175	74.5660328	111.6975351	112.3440145	107.1961077	103.1804987	111.6183231	102.7621875	104.1330458	106.3817803	99.44577621
Cgl1542	WT-3281083	1631380	1632138	+	759	348.6400056	310.2473966	310.8453072	313.5733813	265.9594287	299.2093625	217.1408326	262.1400885	253.6052998	195.8459089	265.8304089	208.4609304
Cgl1543	WT-3281083	1632131	1632796	-	666	670.1479732	483.2126494	549.5151344	358.6252011	324.1126957	297.5920146	414.5932466	341.3323228	322.6073067	288.2362543	297.516775	302.2223111
Cgl1544	WT-3281083	1633127	1633396	+	270	72.03578366	88.0690295	74.79905165	81.72338269	100.3501042	101.5450085	24.18982237	32.92553878	27.93846974	27.47228596	10.05307824	11.39106164
Cgl1545	WT-3281083	1633406	1634794	+	1389	125.83948	124.3223189	133.1680094	146.1246905	161.4776469	144.9491645	48.92211216	37.18218819	39.70105032	32.68193327	31.70085148	31.24546065
