Uniprot_ID	Gene_Name_Stringdb	3F1	3F1	3F3	3N1	3N2	3N3	1F1	1F2	1F3	1N1	1N2	1N3
Q8NLQ2	Cgl2887	5716.107743	6982.476399	5111.504547	10737.94603	13944.83998	10933.51401	3182.064596	2000.222423	1517.35072	4400.575357	4022.699852	5200.453458
Q8NLQ6	Cgl2883	3469.540574	5045.831648	4989.694151	4733.957952	4859.372078	4435.423019	8023.446475	6206.480668	5999.361508	4098.188171	4036.418135	5123.676515
Q8NLQ7	Cgl2882	1492.974307	2203.232541	1926.076881	2104.972536	2369.481286	1693.825666	4018.689028	2333.574464	2458.518019	2003.426931	1965.522443	1877.799896
Q8NLR1	cmt2	36898.50223	45502.11254	41477.68079	53662.22381	58990.26843	59961.80914	31683.92862	25683.10244	28065.28803	21219.01809	19126.11552	20902.74485
Q8NLR5	Cgl2873	3013.171748	2341.098417	2650.925972	414.5597862	1640.493721	1038.597275	4725.727219	2891.368976	2986.587071	3069.200033	3754.763687	3654.117539
Q8NLR6	fadD2	6337.093507	8180.245771	7768.916121	8590.533264	8396.830308	9107.486449	16969.93065	11559.61931	12656.27031	9522.892119	9555.462509	11058.59819
Q8NLR7	pks	1207.114465	1260.74981	1341.936026	1628.699977	1500.946444	1535.141271	4112.640102	2470.723265	3254.602852	1975.940614	1821.149993	2831.907329
Q8NLS1	mmpL1	575.9968738	917.2448594	994.4395437	754.8501283	754.2508685	912.8906973	829.2032367	781.8915597	645.7904147	659.2912661	330.5802685	386.839806
Q8NLS2	Cgl2866	2189.78124	3193.000951	2889.937788	2683.645687	3022.275178	3080.08574	3819.966743	2401.307115	2990.129372	1696.959523	1986.47104	2203.898219
Q8NLT4	Cgl2853	6289.120034	7816.543268	7225.521487	6833.149738	7279.713777	7020.730321	5988.21437	4995.552333	5181.12363	4338.721048	4282.348499	4041.255217
Q8NLU0	udgA2	175.3819121	244.7980748	584.6928108	735.6441941	529.7208839	660.9129083	654.004037	469.9253144	475.0724893	400.317271	562.1230788	417.7721532
Q8NLU2	Cgl2844	8290.075619	12970.80096	13125.2273	11352.56258	13045.82003	15414.59364	13391.63023	7228.850278	10258.39834	5438.687657	6447.168385	6512.240103
Q8NM82	hpt	3886.947868	6400.581208	5122.366661	3084.775511	6410.031621	7457.519949	2909.048717	564.101	3756.696474	716.273776	609.6137137	996.5631417
Q8NLV6	Cgl2830	1796.602606	2343.020884	1976.046969	2353.020224	1395.035844	2332.443833	4081.845912	2326.464799	3046.048143	2475.628552	2584.888726	2093.497394
Q8NLV7	Cgl2829	813.8462319	1234.437242	1253.355425	1312.424818	730.309331	1231.255433	994.1679404	1705.175086	2142.44274	916.0070918	666.0542577	1150.011135
Q8NLW5	phnB1	1714.68222	5170.650023	4807.270595	2437.893197	955.5760526	1845.95071	2332.837262	1118.055366	1137.593362	1308.613004	1161.600231	1436.75635
Q8NLW7	Cgl2819	673.56521	1122.481723	739.2068254	648.009278	781.4141407	686.4053761	884.5947056	1022.255491	1183.217979	594.7369058	724.492938	613.9829678
Q8NLW8	cysJ	8586.914087	10591.48914	11099.85867	11217.49779	10556.25852	11682.52031	12979.31025	9017.744388	10508.12798	8128.459122	7535.862716	8337.874634
Q8NLW9	cysI	11025.26224	12858.61285	14320.2282	11081.20205	11830.99833	13488.76316	16602.1565	11187.23892	12937.75816	8796.624277	9216.871154	8461.633772
Q8NLX0	cysH	8026.942103	10434.0892	10873.6586	8117.987531	9054.534869	10299.28413	11312.48837	7158.07137	9954.216335	4945.554675	4618.054997	5875.540095
Q8NT79	hemB	927.2881661	1559.517067	597.709791	1530.086629	1224.75576	680.1136036	1888.738382	401.1943924	364.0595913	242.8389295	381.1342231	365.031766
Q8NLX2	cysN	19309.45833	22217.86655	23220.02436	21308.86586	22281.56604	23536.77758	19022.33586	14637.73302	14205.53552	10353.80183	10072.38948	14202.88291
Q8NLZ3	Cgl2793	1618.234864	2193.78381	1913.824156	2236.001229	1335.811841	1676.589101	3492.640422	2049.224196	2845.841132	1196.234526	762.3961553	1948.088657
Q8NM01	Cgl2785	689.9256638	1228.324614	1001.85704	1431.955556	961.3494453	1502.18963	475.4356385	384.2133337	688.7274902	404.188323	403.1012305	530.6899203
Q8NM10	Cgl2774	404.3027054	629.489867	431.3829252	328.1407575	411.784192	425.7532942	1116.122139	678.5863117	997.3871669	585.9168006	727.6484604	702.7955546
Q8NM28	fprA	7466.630886	8215.146528	7680.571537	7338.966872	7923.83066	7712.853339	8628.991505	6751.544098	8379.355268	5208.124108	5400.386364	5408.863724
Q8NM33	Cgl2747	327.4846813	384.1640894	284.5869866	307.8531642	248.8707214	297.3444759	234.9603528	316.244675	594.0878698	265.3502531	324.9461484	359.5933075
Q8NM35	Cgl2745	1016.391251	1153.486343	1220.877742	1178.246744	972.4575958	1160.329072	1141.982049	598.312946	1189.921077	921.3290009	1009.620844	1113.517963
Q8NM39	xthA	1077.93386	1545.796403	1769.249715	1637.416951	2364.581036	1783.782329	2466.050585	1364.868089	1234.520803	758.799314	754.9760593	1123.390557
Q8NM43	Cgl2737	1038.898551	1105.752823	1216.6646	1467.514999	1346.308797	561.8525241	1488.963535	1357.656034	1270.138523	848.9034818	393.8004955	1101.154106
Q8NM49	mrpD	274.8919941	258.0707404	453.7685089	373.3555091	254.9871878	220.3493743	645.505377	254.7928796	462.019148	500.5200307	599.7491022	593.389677
Q8NM54	Cgl2726	9227.155829	10374.56289	10845.87967	10603.88505	11320.33836	9873.382609	10001.97309	8157.994348	8601.294709	6566.367094	7363.777243	6909.71641
Q8NM56	Cgl2724	660.5932056	653.0725774	938.9185369	953.8763384	1016.491152	1139.981984	781.3117957	561.6405051	324.7981074	476.7839204	233.7026889	449.0692912
Q8NM57	Cgl2723	2307.436681	3211.780989	2388.061453	3850.33837	4078.927195	3874.762679	2779.153874	1968.039664	2445.106983	2247.293632	2324.040778	3002.047912
Q8NM61	Cgl2719	607.5386498	512.3222101	511.7454183	971.7519977	926.5306156	848.3307182	774.3587679	491.1388962	520.4878492	634.3012306	662.3616321	703.6410021
Q8NM69	Cgl2710	7118.419195	9759.241833	10021.77388	7515.476609	5737.318685	9024.091556	14486.18784	7137.730212	10376.78488	6062.120534	2665.320855	7391.469889
Q8NM92	lysS	19682.18123	21907.94805	22259.64843	20512.13414	19189.423	22040.31614	20685.39284	15741.91055	17215.08813	12269.71873	10988.71697	13233.21935
Q8NM99	guaB1	4057.132159	4972.665381	4556.301613	3835.071855	4178.408756	4394.586021	4942.116147	2828.898165	3795.704069	3285.367589	1447.552661	3619.268677
Q8NMA0	clpC	8309.802273	8897.669884	11524.35789	11057.87897	10139.3049	11159.81089	13222.56316	7280.489023	9449.667515	7453.256679	6652.756367	8297.125272
Q8NMA1	Cgl2677	11604.87543	15940.49908	14605.9103	16840.67689	18093.27499	19789.82435	3879.266388	2933.572472	3177.585444	2339.029246	2775.753495	2166.388742
Q8NMA4	butA	88843.40026	106448.9379	88732.5406	116548.2775	121324.5923	113570.8161	60897.42459	50144.74131	50254.73318	39572.91287	37987.11656	41558.40259
Q8NMA8	cynT	17164.22029	15353.23324	14093.22047	22301.29673	17171.39124	19220.21026	23653.22015	17271.26621	19856.12563	13869.71239	13177.42431	14808.73446
Q8NMB0	xylC	9458.449008	11842.37394	10511.95341	7808.429457	9497.891142	8880.073522	6512.831436	4053.987876	5643.154687	4307.771015	2993.568397	5660.242639
Q8NMB6	cgtR5	584.5397228	512.5459684	321.2979624	828.7857494	974.2558891	952.4531955	899.8842496	377.7208149	531.5563915	337.283923	548.2616023	360.7553878
Q8NMD5	scrB	633.2125668	847.2429817	1108.078575	1510.710191	371.2377066	1195.820563	2552.985348	257.9628011	2135.009845	1685.81011	1822.416551	1508.791922
Q8NMD6	ptsS	2303.75027	2949.949118	2203.258443	3566.750988	3936.879843	3489.021001	7133.022255	5734.538224	6090.289715	6179.146441	7299.968485	6678.389499
Q8NMF6	Cgl2620	1830.646498	753.4111259	1553.12639	1260.811321	1008.199688	470.808401	1382.276972	468.308834	817.3882816	829.6695365	882.1054693	1128.700902
Q8NMF7	Cgl2619	19265.31024	20850.37258	22623.21372	23451.64065	23277.47261	20720.12654	18168.53124	4664.316386	14511.56921	8562.151379	10890.84494	11637.88923
Q8NMG1	Cgl2614	146.7982132	284.2024412	261.347068	203.7889488	259.075014	258.0918712	464.7999243	439.2230793	463.9168088	336.0918363	516.8545789	492.9294841
Q8NMG8	cgtR3	11232.72719	15742.21156	14821.06039	20148.76753	20818.26125	25094.58491	12869.96519	8196.587735	10383.69803	7671.421861	5230.920092	7823.805398
Q8NMH2	Cgl2601	801.6992736	1000.037097	918.6321017	794.5203513	739.5056606	867.1815116	1802.341619	1051.543696	1499.363681	722.414541	822.1426158	1023.329174
Q8NMH4	Cgl2599	2765.324729	3790.125111	3089.380406	3345.009702	2815.728001	4005.774724	5383.26694	2935.153814	4636.305813	3642.623674	2775.064124	4541.694418
Q8NMH5	purB	13568.26402	17555.86542	15890.55374	18553.14253	17969.65951	19728.10563	13708.59926	9020.961401	10622.63001	7064.220019	7191.855424	8452.441304
Q8NMI2	gpx	10566.81619	10825.71657	11148.47162	20399.79135	23206.24307	25200.52589	9753.805437	15693.24932	15128.70589	8558.152448	7387.654722	7136.655476
Q8NMI3	purS	67461.82867	35797.96251	51544.36517	38867.39234	31359.23016	26332.47755	37356.16606	28165.69078	30779.1732	38073.09587	44566.53962	46540.13291
Q8NMI7	Cgl2586	3563.636776	5333.063284	3868.171983	4833.334022	4713.75267	5704.057815	4902.459933	1799.076881	2826.447559	1731.642878	1826.406498	2406.348644
Q8NMI8	Cgl2585	1014.932234	1398.216049	1219.012881	1092.393994	1196.953615	1437.802367	1486.540566	1019.363921	1346.165173	677.8642277	914.3536953	696.487288
Q8NMI9	purF	5269.747547	6033.486582	5509.397002	5862.741915	5687.819883	6664.529894	4942.845875	4111.422672	4744.828113	3203.098356	3744.759777	3421.507236
Q8NMJ0	purM	15507.42592	19981.46533	34054.36525	17469.71648	36646.41813	19954.83854	16443.48086	10341.46484	13254.31599	8956.759701	7028.914778	9694.621641
Q8NMJ1	Cgl2582	29195.72777	33381.76912	33591.86522	32781.03825	35272.72114	38519.44858	52750.57733	41315.90173	39720.54383	33516.26079	31084.78974	35282.04278
Q8NMJ2	Cgl2581	4225.590095	5046.280216	4834.836178	5550.776683	5677.703234	5599.241414	6641.140898	4615.421965	5892.084428	2665.385465	3242.549121	3580.661667
Q8NTM9	Cgl0277	1383.977433	1918.068387	1457.385109	1809.338145	1806.310207	2229.96072	2183.86795	831.3909447	1484.62803	238.5268548	380.2437578	1301.612195
Q8NMK3	Cgl2570	354.6387509	598.0097726	532.7757189	723.6494042	764.7370341	861.3156517	471.3503157	508.2871846	518.1515135	340.8723189	429.8966481	383.8424515
Q8NMK4	actA	48822.10051	63205.65881	68265.96304	64023.51578	69301.50297	62928.85149	93672.73558	66831.58636	69072.11451	72477.52371	63673.63601	72883.06154
Q8NN54	dkgA	2885.652102	3756.357925	4481.470684	2903.968064	2141.79243	2838.902819	5025.796047	2748.960958	4636.39187	1809.468192	57.9738561	2460.004865
Q8NMK9	Cgl2564	20282.41156	21748.61107	25343.62573	15395.55782	14669.45129	10789.75416	25316.67465	15735.3318	19633.13116	16602.69323	16954.22406	17687.1881
Q8NT09	rplC	13756.01118	15772.57425	16170.37409	29592.11768	28633.42882	31238.33893	39347.80323	23799.77697	33016.56954	18215.00508	14121.32723	17545.99481
Q8NML1	cysK	67673.36749	84823.47472	90885.81819	102637.7528	101043.3984	104723.7573	75661.40399	49262.16483	54327.46841	34308.5243	30652.67696	34514.74245
Q8NML4	pduO	21177.59172	24879.23454	27024.91751	12859.06317	21371.87385	20451.25147	31278.08948	16150.77948	24936.5461	17266.38048	11072.79903	15590.10879
Q8NMN0	pgm	8117.62239	9336.65417	8997.541605	11181.84173	11542.80975	10308.72216	13619.74637	9422.929622	10131.39787	9304.737079	10042.92756	10947.23787
Q8NMN4	Cgl2537	16812.99313	20650.08468	18158.56203	17634.36014	21677.09244	20177.65323	16457.26594	10255.27592	12368.6913	9577.562269	7826.260751	11976.97482
Q8NMN5	Cgl2536	8738.55974	9617.331651	9726.502217	9129.713094	11138.81102	10230.12537	12665.84023	12222.67163	11790.37504	8042.411586	8658.504032	8142.351349
Q8NMP1	Cgl2527	1791.674716	2347.632094	1670.799636	1931.950975	2099.459631	2114.146737	4051.057756	3409.33375	2918.791177	2738.299476	3402.679274	3293.45745
Q8NMP2	ftn	29569.95143	34252.27024	29539.88899	51607.27933	56320.88169	49621.53581	27365.62831	20937.75472	21451.50968	12076.01208	12740.52675	15079.36345
Q8NMP4	serB	9156.259025	10019.17437	8922.817925	9974.729985	9738.812172	10347.84231	9494.07203	6932.058085	6639.258704	5713.828144	5756.33608	6737.031002
Q8NMQ2	Cgl2514	6955.109518	7669.384674	7004.626071	7456.363853	8353.260721	7957.832279	6992.302685	5742.196674	6388.089534	4403.962587	4612.040252	5110.123642
Q8NMQ7	Cgl2508	4484.287249	4772.376522	4710.855539	1961.351665	4875.790987	5281.117079	12586.9864	9752.018454	10321.42816	8549.581665	9204.806323	9608.799193
Q8NMS0	fas-IA	1684.987646	2712.86053	2099.238969	2563.290516	2823.022114	2964.781566	3850.703388	2640.462941	3414.837422	3216.800075	3674.978199	4117.306891
Q8NMS7	Cgl2488	17080.5052	18144.69134	18990.79844	18052.68099	18202.7333	18466.59846	27199.86841	18392.03059	21144.83188	16298.20562	14542.71689	17715.51173
Q8NUA5	ppiA	129203.9049	105023.985	73115.99813	134077.9038	145671.027	136164.0297	165553.0914	86580.88619	115217.3638	101552.383	59908.02793	92795.02227
Q8NMV1	msiK1	25678.8231	32377.86523	34388.42795	30660.44641	45275.99929	31674.54555	34299.37153	25692.16873	28507.1677	28663.1885	28628.81791	32688.38546
Q8NMV2	Cgl2462	961.8368715	1359.1641	762.2679701	1650.184459	1652.53887	1505.403486	953.6744483	713.1936696	908.9490334	421.7692802	794.3055532	911.331807
Q8NMV3	amyE	44673.17585	47032.89082	57582.80766	59612.94507	76410.02027	61721.25487	44559.4251	29343.62686	37402.48833	31477.02499	32065.79923	41131.82498
Q8NMV4	Cgl2460	6786.226959	8706.712211	9228.946264	10136.25471	11268.60758	10277.05347	7233.383305	5296.303036	5233.97963	4886.660709	8150.438754	5657.296859
Q8NMW0	Cgl2454	8415.991718	6726.897331	8997.805206	7530.736476	5360.826056	5440.896515	6596.307356	4944.535063	5277.782779	3653.255009	4118.073851	4979.859708
Q8NMW3	Cgl2451	30885.61296	34088.72859	37629.7141	34760.16507	32952.4483	35968.18316	34621.25301	23668.22691	22922.31838	22956.10767	19740.86663	24389.59177
Q8NMW4	Cgl2450	2391.30393	1750.058898	2252.936405	1720.02174	1326.403442	1220.072383	1507.128006	988.3127721	1454.153846	892.6601093	1173.251284	1325.631902
Q8NMW6	glbO	3420.781407	4833.652315	3676.604602	3091.7905	3963.740038	4107.78886	5205.671436	3894.075856	3607.897277	2777.634544	2527.695401	2817.514982
Q8NMW8	Cgl2445	1724.186132	2340.955881	2440.51971	1142.709378	1919.942276	451.4575794	583.2566868	1958.359482	2328.983187	1243.551852	825.8395325	1006.60556
Q8NMX2	Cgl2441	2631.737819	3598.481956	3295.322829	3667.05613	3819.152287	4210.48234	4023.55372	3159.493751	3517.217228	3226.394118	3571.888554	3674.828098
Q8NMX3	Cgl2440	607.463577	432.2233939	233.2655532	330.8029058	408.7266044	368.8467966	665.3778157	23.73876157	208.6632433	189.8684746	319.1450573	556.8817776
Q8NMX7	Cgl2436	1357.036867	1109.605503	1484.46065	1421.228263	972.6171102	834.6047563	1069.261908	833.3276132	939.0866726	796.4116115	667.8430851	1391.625405
Q8NMX8	Cgl2435	3523.828963	4285.168823	4034.054656	5129.422903	5196.993463	6253.714968	3774.099918	3495.313631	3844.811402	1931.689278	2244.473711	2540.983016
Q8NMY7	pepN	6412.580271	7835.327828	7303.312563	9397.617431	8151.96764	9648.416881	7005.379209	4152.596268	5442.252668	4881.842701	5280.830335	5886.657083
Q8NMY8	Cgl2425	14303.97315	18256.35731	17139.39811	14987.70516	16434.3093	19370.71219	18939.0304	10593.11963	16860.31019	7578.725549	6857.706988	9389.381218
Q8NMZ0	rpi	29155.49363	35009.78173	32282.18582	35968.97573	37329.52097	40628.5086	35416.53003	28121.30347	27610.8329	21358.47871	17224.49701	16273.45038
Q8NMZ1	Cgl2422	5644.008757	6963.243144	5318.942057	7100.430939	5296.197666	6793.26448	13262.76187	10654.72058	12899.15995	9647.055854	7406.755142	8210.999511
Q8NN11	catA1	5627.687355	7047.342212	7203.573622	9058.865905	9492.258242	9732.033729	2764.590359	998.8844658	1852.677745	2185.201118	2019.335435	2923.117293
Q8NN21	pcaF	708.7410996	2010.318036	1058.252511	1639.567957	1790.227521	2040.653611	1348.893424	1030.35207	1287.363823	1107.495734	1085.368437	1097.214711
Q8NN31	Cgl2382	541.180119	727.0499356	693.6365548	527.0485776	707.6241341	710.0766382	1139.33235	906.290618	1108.431075	460.9227864	709.5909165	751.7714437
Q8NN35	hscA	863.6763737	1404.832396	1290.705945	1442.208082	1359.10176	1669.866225	2531.972238	1861.204244	2340.084052	1286.508405	1542.788727	1870.798827
Q8NQQ0	uvrA	1016.292733	1238.155652	1140.875672	660.8856871	731.2188871	802.7765384	1377.310422	844.4642449	1162.007558	328.0733953	473.1748188	377.9756276
Q8NN49	rne	1718.327844	2225.303175	2411.243279	2314.839452	2136.274067	2487.042759	3012.755857	2116.354318	2588.527769	1776.231385	2343.866545	2177.681883
Q8NN58	rsfS	1591.216082	2440.056793	1825.971505	1538.104183	1929.944613	2482.0591	3126.189106	2236.623925	2811.317457	1331.239947	2332.344724	2193.348103
Q8NN59	Cgl2350	619.0352387	863.8494341	835.9559997	895.3772568	913.8997007	1253.355405	842.7923778	816.798021	850.8587569	455.0194745	827.0532421	862.9441474
Q8NN78	Cgl2328	48919.62452	57751.99068	53416.99704	50744.58156	56719.67083	58963.67701	53495.53482	41883.66102	41321.62535	35491.38307	35267.68406	36711.75792
Q8NN96	Cgl2308	9944.353618	13373.91305	12872.86136	10917.93579	11992.30767	12182.52158	12123.24351	10317.18338	10959.20023	7593.613225	8723.286159	8023.029661
Q8NR57	prfA	772.8920963	992.7134617	1162.950891	1580.872799	890.0965313	1988.553701	1581.043325	1397.721585	2419.942461	954.9106165	1415.890707	1463.854212
Q8NNA3	dcp	3536.582999	4980.803803	4688.876268	4204.938041	5344.568939	5980.149105	3733.496258	2581.125416	2852.992531	3385.218507	2873.836058	3340.578061
Q8NNA7	malQ	26484.93968	30865.70081	32615.97363	36830.51028	37414.69092	40485.97644	38557.9571	26883.83655	31095.71515	21908.61852	19178.46632	23257.74852
Q8NNA8	fadD15	3859.105093	4859.037201	4514.531001	4532.223298	5389.419498	5814.472536	6589.509252	4585.882093	5618.546311	4445.574777	4293.070831	4887.57438
Q8NNC4	fur	680.7181525	774.8772312	656.5060471	509.8626187	672.0641148	526.9951595	1026.286133	480.7149337	714.6379749	411.1559803	568.3051973	626.8344291
Q8NNC7	Cgl2277	1922.729976	2706.973481	3359.108475	1752.763073	2562.775892	2556.227506	5459.515048	4017.965653	4404.273395	2654.631574	3207.159934	3093.849444
Q8NNC9	Cgl2275	2898.669116	2629.470239	2649.243632	2591.845292	2379.42495	2677.143198	1829.988427	1416.253589	1699.365094	1300.766134	1090.506792	1727.261817
Q8NND6	dnaG	171.6828365	253.9467802	215.095908	289.4816632	322.112779	340.9166466	325.1058214	249.8470856	259.6591416	169.8211614	265.5861502	252.9489776
Q8NND8	Cgl2266	1604.171347	1948.324738	907.5602124	1988.632901	2185.62619	2230.959483	1338.874824	536.9840501	945.8186053	680.2719603	502.4723423	895.1663524
Q8NNE8	nagD	1048.684367	979.9848873	971.0106737	1114.411622	1104.989497	1036.630066	1465.423231	1981.505832	1827.725138	919.0878867	1678.588336	1634.02953
Q8NNE9	acpM	10005.02492	13687.32685	12495.21882	11620.70315	10435.34438	14264.85546	13366.33395	9460.284221	7751.310922	7306.125887	7191.415825	6180.845673
Q8NNF2	Cgl2252	3154.9776	4898.274495	4474.794773	4411.808821	4376.066501	4631.079384	6646.16175	3898.656507	4362.707687	3070.820102	4040.491815	4484.961248
Q8NNF3	Cgl2251	3644.987817	4576.95708	4575.588178	5035.579578	5860.489437	7394.864775	4378.894839	1398.275642	3312.469897	5150.67989	3212.273312	5349.869305
Q8NNF4	Cgl2250	1179.826022	1387.027097	1791.391756	1395.996606	1851.060271	2281.746492	2515.389091	1502.483071	2126.433706	2267.049962	1981.94182	2386.118408
Q8NN02	clpP2	12351.31449	16050.38661	14523.23064	9938.75569	10011.49862	10482.9469	14241.58251	6898.986266	14921.43628	7252.795726	1741.187566	7520.902649
Q8NN23	scoA	1779.346674	1178.450954	1870.388096	1751.250993	1320.849591	1215.339554	1817.31132	1148.756324	898.5232123	996.7894939	572.3184937	1342.699694
Q8NNG5	pgp2	3944.443315	2459.158956	2082.941828	2421.536166	372.4156465	2919.588282	3775.39055	1691.334796	3808.546348	1033.917995	3132.70029	3078.963793
Q8NNG7	Cgl2237	2201.059761	2639.561366	553.4660362	2866.968146	2669.331645	2812.685222	2147.138083	1589.083116	1278.804889	1092.679862	1534.779746	1811.388167
Q8NNG9	Cgl2234	1179.315978	1555.350983	1350.725118	1067.318549	1712.562463	1804.855462	1193.782325	652.0681571	940.7242418	647.5894534	814.1098379	911.6548083
Q8NNH0	Cgl2233	3227.966335	5404.175786	4574.243651	4522.530218	4029.606331	4399.938851	3934.631044	3619.830528	4916.549419	575.4220614	4038.984367	2106.681639
Q8NNH2	Cgl2231	2636.412626	3475.399737	2618.822159	3450.12009	3568.100125	3308.736966	1268.775894	1146.248665	2039.057696	853.8912585	1128.114976	1505.050084
Q8NNI7	Cgl2213	6528.902002	8257.782393	8735.734246	8138.343702	9490.349272	8284.50738	14507.35585	12196.71398	11844.47693	7503.215806	8109.539819	7817.381934
Q8NNI9	Cgl2210	7661.13544	10554.54221	8801.592404	14290.66777	10250.33207	11642.73036	18448.0317	13777.25972	14907.31739	9201.216361	10368.69973	8933.85163
Q8NNJ5	Cgl2203	5673.389751	7012.233942	6250.642957	6584.372956	7215.522091	8153.235793	7902.743554	5177.721935	5674.959802	2814.691819	3557.775754	5027.521268
Q8NNK0	Cgl2198	8487.553365	11371.06411	10469.06721	11041.23592	10306.27962	11132.70719	12286.86857	10215.25838	10503.34609	7703.351563	5747.621603	7528.934373
Q8NNK1	ltsA	1557.885739	2017.562307	1853.33881	1749.82909	1969.989757	2223.053408	3459.387845	2175.555651	2753.289949	2078.771947	2790.107878	2660.465986
Q8NNL5	aroG	6420.145857	6393.792195	6335.933458	7388.140359	7274.689938	10117.7994	7306.851992	4642.268479	6375.970673	5007.412915	5192.233612	6157.651465
Q8NSP9	Cgl0619	369.4488255	525.7862891	83.57326196	789.0647812	1198.565754	1112.308157	1096.688113	1247.188136	1579.396401	363.2413936	375.4948532	573.1101632
Q8NNN1	murF	1132.571359	1634.894139	1232.632381	1984.129809	1824.026588	2003.875095	885.3364267	620.6404934	764.1860622	335.6031298	732.7905089	544.9571987
Q8NNN3	murD	608.3960609	1006.487199	887.0809392	1213.660502	986.8988386	1105.246744	1272.709497	1101.049011	939.119188	717.5587175	1101.43765	1041.540077
Q8NNN4	ftsW	368.7938041	517.0623703	457.6403463	387.5351603	487.3197907	292.390352	463.1757843	549.8377186	493.3199943	495.8911667	376.3023648	466.817291
Q8NNN6	sepF	4582.209512	5740.550863	6253.544567	6967.839783	6707.051514	6641.841173	9592.836539	8518.362167	8257.22262	6996.251723	4268.076933	4170.870459
Q8NNN8	Cgl2150	43844.90703	44397.5757	37063.17034	35534.26429	38083.80102	52949.07878	42659.66708	33642.44333	38225.88011	31029.42701	31096.17589	29403.34927
Q8NNP5	ansA	1092.879352	2000.787023	1772.118542	1907.491561	1339.892484	1863.385287	2588.1204	1470.076132	2189.111181	1780.039336	1701.778335	1592.661484
Q8NNP8	Cgl2140	1844.979063	2295.481169	2327.537494	2038.786675	2491.808496	2297.197243	1996.014343	1412.694855	1875.947566	1294.143265	1468.696397	1674.493807
Q8NNQ4	Cgl2134	16521.30216	20218.68554	19776.64836	20040.8084	20325.90661	17945.36982	16190.05019	9686.076007	10470.9119	9483.329553	9152.649151	9633.930307
Q8NNQ8	dnaE	502.3938106	606.3266425	711.9558656	489.851652	525.5939674	634.4482114	755.8719763	450.6393497	460.4872112	204.4980753	457.3986105	404.101418
Q8NNQ9	Cgl2129	18752.31509	21790.63213	21691.32601	28831.51028	27959.24928	33183.20732	28997.52485	28515.02834	30417.17596	21078.52805	22240.52786	23478.27509
Q8NNR1	treZ	4050.544025	8728.30212	8587.170014	6444.448283	8416.944637	7162.212941	6555.339342	4049.507874	6191.609208	4986.268008	5049.133263	6227.486212
Q8NNR9	treY	2977.712383	2494.513186	3351.97815	3622.070168	3903.023847	3960.580776	3609.600964	2441.470229	3089.68715	2073.064429	2640.143387	2682.007921
Q8NNS1	Cgl2116	1229.064685	1557.088477	1389.58137	1369.102087	1486.152794	1539.203789	2091.756551	1628.652604	1873.697927	1149.162194	1269.001893	1397.429928
Q8NNS3	Cgl2114	6314.501857	4867.351673	8635.912719	7510.171261	5794.272052	7091.4675	10534.20647	4305.031379	4527.04509	2235.769017	3319.943846	4998.224371
Q8NNT0	glgX	2388.50561	2087.717253	2952.638226	3244.171372	3356.475072	3154.040922	2630.747772	2238.916213	2295.534019	1795.911132	1338.894477	1952.496175
Q8NQ76	sufD	2890.029448	3595.241195	2790.572515	7992.079291	8955.872022	6708.213262	4826.355509	4564.92418	5698.308605	2876.832793	2158.903559	3456.976409
Q8NNT2	Cgl2105	18005.11208	19561.43993	18963.84031	34126.07085	38564.4935	44507.08945	22134.84107	23335.19054	27119.82606	14027.7833	20248.04898	10564.18374
Q8NNU8	hipO	1645.677016	3088.002431	2227.534666	1918.179245	3242.698946	2718.787523	3524.323373	2514.574616	2483.172899	1588.612318	1183.370898	1890.297037
Q8NNU9	Cgl2082	592.9365625	618.1275325	566.2190105	737.3656075	717.9990605	561.3251088	952.5774755	411.4351824	505.6587823	638.0907188	392.5189985	713.2970037
Q8NNV0	Cgl2081	11278.59139	14971.59763	15096.24755	15728.93138	17625.28406	18259.50541	12221.76005	9610.985866	9496.270914	7649.109316	7968.351564	8360.384085
Q8NNV4	Cgl2076	3491.701587	3675.933	3636.350374	7262.865152	6883.94838	7073.07898	7249.29013	6054.91231	7341.664917	3548.794088	4039.635809	4222.287187
Q8NNV5	Cgl2075	22466.36794	28190.23288	28286.12711	25863.97123	29156.4463	30857.85433	30869.29423	24057.00448	24467.62267	23995.07215	21554.9205	23096.26447
Q8NTG0	capD	169.0273461	200.1772528	308.6384821	281.407729	272.7685508	289.9493909	878.1461552	648.3469737	791.6541768	465.5510417	729.2915834	599.0218459
Q8NNW8	ftsY	5019.373627	6648.925307	4865.166557	7516.483969	8476.081995	8749.610793	8931.510227	7965.49228	8346.336871	3748.589169	5421.985752	4097.2507
Q8NNW9	srp	2608.72018	3618.180116	3430.115665	3917.179262	3836.036571	3599.046943	4941.087575	3757.052933	4642.116774	3388.239138	3479.583081	4031.677225
Q8NNY4	Cgl2043	1207.274231	1564.144541	1523.261394	1288.720445	1278.856026	1702.520302	1994.039712	1424.974779	1424.27003	1634.40161	1756.033608	1891.70131
Q8NP19	map2	1218.349416	1873.173349	1595.130793	848.9365284	863.6327239	1111.587943	2069.945541	1752.829181	2298.743144	1109.809067	1547.435122	1225.208646
Q8NP23	gor	1775.880312	2265.295524	2091.708095	2110.616569	1705.113706	2160.932333	3126.223785	2393.288003	2620.36921	1395.720585	1663.011519	1344.639872
