cgl-id	Chr	Start	End	Strand	Length	AF1	AF2	AF3	AN1	AN2	AN3	CF1	CF2	CF3	CN1	CN2	CN3	cgl-id
Cgl1488	WT-3281083	1567936	1568577	+	642	48	129	167	272	306	301	57	38	29	25	29	31	Cgl1488
Cgl1489	WT-3281083	1568582	1571371	-	2790	1730	2069	2574	2984	3113	3181	1812	960	777	1008	905	781	Cgl1489
Cgl1490	WT-3281083	1571397	1572425	-	1029	282	457	551	719	867	845	693	442	281	185	171	207	Cgl1490
Cgl1491	WT-3281083	1572533	1572850	-	318	1244	1047	1465	1270	918	1224	2757	1719	1314	1056	934	965	Cgl1491
Cgl1492	WT-3281083	1572971	1573954	-	984	446	448	596	565	615	749	526	324	253	264	268	273	Cgl1492
Cgl1493	WT-3281083	1573957	1574931	-	975	369	1031	912	1649	1814	1938	565	413	330	312	332	259	Cgl1493
Cgl1494	WT-3281083	1574956	1576395	-	1440	938	792	1216	965	923	991	1455	965	834	530	401	370	Cgl1494
Cgl1495	WT-3281083	1576410	1576604	-	195	215	170	252	166	194	186	248	145	106	65	48	45	Cgl1495
Cgl1496	WT-3281083	1576871	1578415	-	1545	1314	1401	1767	1862	1853	1754	1885	1079	841	438	405	400	Cgl1496
Cgl1497	WT-3281083	1578416	1579990	-	1575	1454	1596	1916	2044	2191	2204	1383	1013	656	635	619	499	Cgl1497
Cgl1498	WT-3281083	1580032	1580868	-	837	534	641	794	924	1076	970	563	320	229	211	157	197	Cgl1498
Cgl1499	WT-3281083	1580914	1582176	-	1263	1896	2282	2660	2936	2802	3084	2278	1389	1065	1013	1041	936	Cgl1499
Cgl1500	WT-3281083	1582275	1583111	+	837	214	392	479	762	810	877	307	235	168	195	216	173	Cgl1500
Cgl1501	WT-3281083	1583325	1583585	+	261	304	313	445	292	298	320	1008	661	482	401	388	352	Cgl1501
Cgl1502	WT-3281083	1583738	1584949	-	1212	64	459	521	1034	1193	1194	70	46	39	15	18	21	Cgl1502
Cgl1503	WT-3281083	1585378	1586958	-	1581	881	877	1199	1199	1206	1148	1536	944	667	356	298	290	Cgl1503
Cgl1504	WT-3281083	1587068	1587913	-	846	1572	1842	2310	2572	2242	2755	5638	3929	3058	3012	3138	3020	Cgl1504
Cgl1505	WT-3281083	1587930	1588202	-	273	65	54	99	51	57	101	143	84	67	57	40	36	Cgl1505
Cgl1506	WT-3281083	1588277	1588972	-	696	169	588	479	1150	1169	1086	509	314	242	299	236	222	Cgl1506
Cgl1507	WT-3281083	1589038	1592703	-	3666	2255	3205	3630	5306	5390	5393	2994	1851	1524	1759	1495	1280	Cgl1507
Cgl1508	WT-3281083	1592847	1593383	+	537	95	222	295	481	497	486	132	62	48	42	50	47	Cgl1508
Cgl1509	WT-3281083	1593406	1594431	-	1026	165	262	362	401	559	599	124	65	79	51	38	42	Cgl1509
Cgl1510	WT-3281083	1594871	1595983	+	1113	129	201	288	207	276	384	174	127	66	108	90	83	Cgl1510
Cgl1511	WT-3281083	1596000	1596422	+	423	86	118	140	99	127	128	107	71	52	60	56	60	Cgl1511
Cgl1512	WT-3281083	1596498	1597139	+	642	108	222	223	228	307	383	164	97	53	106	81	83	Cgl1512
Cgl1513	WT-3281083	1597309	1597689	-	381	313	263	368	367	303	333	600	446	270	247	276	216	Cgl1513
Cgl1514	WT-3281083	1597714	1598976	-	1263	540	1070	1196	2224	2193	2190	664	471	411	289	237	272	Cgl1514
Cgl1515	WT-3281083	1599210	1600091	-	882	141	418	462	949	1029	958	401	320	249	123	157	126	Cgl1515
Cgl1516	WT-3281083	1600147	1601085	+	939	152	713	683	1464	1472	1420	198	149	122	98	82	113	Cgl1516
Cgl1517	WT-3281083	1601237	1602148	+	912	635	841	924	1524	1439	1382	1256	836	742	442	496	392	Cgl1517
Cgl1518	WT-3281083	1602160	1603275	+	1116	1387	1585	1923	2443	2156	2541	3185	2173	1910	1190	1090	1066	Cgl1518
Cgl1519	WT-3281083	1435078	1435407	+	330	24	98	134	163	211	240	20	13	7	7	6	4	Cgl1519
Cgl1519	WT-3281083	1603396	1603749	-	354	4	97	90	105	183	226	3	4	3	1	2	2	Cgl1519
Cgl1520	WT-3281083	1604128	1604937	+	810	18	329	277	630	825	665	10	1	6	2	2	3	Cgl1520
Cgl1521	WT-3281083	1604940	1606100	+	1161	14	948	986	860	1573	1410	8	5	2	7	0	11	Cgl1521
Cgl1522	WT-3281083	1606295	1606729	-	435	600	693	784	700	578	823	1157	745	520	496	548	470	Cgl1522
Cgl1523	WT-3281083	1606746	1607378	-	633	3051	2888	3587	3069	2335	2863	4261	2828	2276	1772	2215	1755	Cgl1523
Cgl1524	WT-3281083	1607326	1609125	-	1800	153	1378	1195	2974	3099	2883	192	142	71	64	83	65	Cgl1524
Cgl1525	WT-3281083	1609126	1610736	-	1611	40	738	636	1315	1734	1648	21	16	12	4	2	5	Cgl1525
Cgl1526	WT-3281083	1611306	1611659	-	354	3	140	124	205	291	333	0	1	2	0	1	1	Cgl1526
Cgl1527	WT-3281083	1611703	1612314	+	612	278	414	435	545	639	639	186	115	90	103	93	73	Cgl1527
Cgl1528	WT-3281083	1612614	1613705	-	1092	474	869	955	1721	1668	1686	10047	6406	4941	3659	3517	2590	Cgl1528
Cgl1531	WT-3281083	1617994	1618770	+	777	25	221	173	349	440	477	45	36	24	37	28	28	Cgl1531
Cgl1532	WT-3281083	1618865	1619464	+	600	469	445	637	678	678	634	740	527	407	420	314	342	Cgl1532
Cgl1533	WT-3281083	1619785	1621083	-	1299	2703	2477	3385	3359	2765	3221	4636	3072	2338	1602	1592	1418	Cgl1533
Cgl1534	WT-3281083	1621136	1621564	-	429	1500	1481	1915	1768	1431	1898	3269	1989	1443	1352	1503	1205	Cgl1534
Cgl1535	WT-3281083	1621631	1622476	-	846	162	517	550	1194	1272	1140	215	141	108	55	55	69	Cgl1535
Cgl1536	WT-3281083	1622523	1623308	+	786	61	793	693	1705	1839	1879	105	64	52	38	37	47	Cgl1536
Cgl1537	WT-3281083	1623305	1624462	-	1158	1021	1224	1466	1722	1554	1600	1348	696	580	500	394	447	Cgl1537
Cgl1538	WT-3281083	1624491	1626383	-	1893	1838	2229	2591	3910	3828	3820	2403	1447	1159	832	697	652	Cgl1538
Cgl1539	WT-3281083	1626892	1627392	-	501	39	338	335	427	609	845	119	102	67	54	52	72	Cgl1539
Cgl1540	WT-3281083	1627758	1630577	+	2820	50855	42985	56503	45953	36182	44346	106087	66374	51561	52814	44174	37395	Cgl1540
Cgl1541	WT-3281083	1630765	1631331	+	567	220	254	224	376	355	368	421	299	224	199	200	165	Cgl1541
Cgl1542	WT-3281083	1631380	1632138	+	759	1034	1020	1250	1413	1125	1375	1186	940	740	501	669	463	Cgl1542
Cgl1543	WT-3281083	1632131	1632796	-	666	1744	1394	1939	1418	1203	1200	1987	1074	826	647	657	589	Cgl1543
Cgl1544	WT-3281083	1633127	1633396	+	270	76	103	107	131	151	166	47	42	29	25	9	9	Cgl1544
Cgl1545	WT-3281083	1633406	1634794	+	1389	683	748	980	1205	1250	1219	489	244	212	153	146	127	Cgl1545
Cgl1546	WT-3281083	1635033	1637711	+	2679	5452	6717	7523	6783	6344	6710	3437	2025	1399	2308	2144	2007	Cgl1546
Cgl1547	WT-3281083	1637708	1638199	-	492	22	187	173	233	399	415	33	20	16	16	9	16	Cgl1547
Cgl1548	WT-3281083	1638548	1639912	+	1365	705	641	822	633	598	772	2642	1719	1252	1414	1389	1337	Cgl1548
Cgl1551	WT-3281083	1641123	1641287	+	165	2	20	27	29	49	59	4	6	4	1	4	4	Cgl1551
Cgl1552	WT-3281083	1641248	1641625	+	378	0	25	21	41	52	69	13	3	2	4	1	4	Cgl1552
Cgl1553	WT-3281083	1642016	1642471	+	456	29	133	144	374	409	311	9	4	3	6	12	2	Cgl1553
Cgl1554	WT-3281083	1642510	1644141	-	1632	1022	2149	2056	3624	3762	3717	3031	1995	1743	981	1002	840	Cgl1554
Cgl1555	WT-3281083	1644207	1645661	-	1455	9	147	177	264	457	397	6	1	1	1	0	3	Cgl1555
Cgl1556	WT-3281083	1645782	1646981	-	1200	37	331	385	945	1101	853	2	4	3	0	1	1	Cgl1556
Cgl1557	WT-3281083	1015156	1015866	-	711	55	126	166	307	280	618	47	38	31	16	15	15	Cgl1557
Cgl1557	WT-3281083	1647128	1647838	+	711	43	601	335	241	299	298	87	52	33	41	68	42	Cgl1557
Cgl1558	WT-3281083	1648016	1648603	+	588	261	333	380	547	519	633	281	190	173	174	143	168	Cgl1558
Cgl1559	WT-3281083	1648676	1649089	-	414	1123	933	1374	767	719	746	1637	1033	962	847	682	652	Cgl1559
Cgl1560	WT-3281083	1649115	1649564	-	450	659	588	720	565	545	543	713	524	359	355	299	233	Cgl1560
Cgl1561	WT-3281083	1649564	1650829	-	1266	2142	2167	2981	2046	1949	1879	3159	2159	1445	1429	1398	1128	Cgl1561
Cgl1562	WT-3281083	1650831	1651589	-	759	1076	965	1286	1022	980	863	1731	1020	748	757	674	680	Cgl1562
Cgl1563	WT-3281083	1651713	1652891	-	1179	5518	4697	6483	3994	3293	3440	9836	6361	4732	4477	3838	3714	Cgl1563
Cgl1564	WT-3281083	1652897	1654342	-	1446	5022	4312	5813	2758	2419	2539	9671	6293	4626	3383	3419	2817	Cgl1564
Cgl1565	WT-3281083	1654358	1655044	-	687	2284	1807	2725	1154	1173	1279	4688	3302	2647	1606	1339	1293	Cgl1565
Cgl1566	WT-3281083	1655333	1657141	+	1809	325	1222	1126	2528	2619	2518	270	200	133	149	107	124	Cgl1566
Cgl1567	WT-3281083	1657148	1658170	+	1023	522	749	870	1100	1077	1075	828	450	384	448	393	413	Cgl1567
Cgl1568	WT-3281083	1658179	1658985	+	807	332	640	726	899	877	1007	650	325	243	217	275	251	Cgl1568
Cgl1569	WT-3281083	1659105	1660145	+	1041	2860	3007	4168	3770	3690	3962	6914	4637	3704	5179	6270	5374	Cgl1569
Cgl1571	WT-3281083	1660255	1662606	+	2352	266	1481	1229	3050	3153	3179	222	129	115	111	87	90	Cgl1571
Cgl1572	WT-3281083	1663036	1664022	+	987	329	955	951	1650	1779	1787	471	321	232	207	107	149	Cgl1572
Cgl1573	WT-3281083	1664094	1665050	-	957	569	811	1084	1826	1750	1694	1485	805	689	567	667	642	Cgl1573
Cgl1574	WT-3281083	1665879	1667972	+	2094	11322	9677	13014	10142	8334	10042	23465	14396	11477	11397	11775	10528	Cgl1574
Cgl1575	WT-3281083	1668140	1669222	+	1083	4588	4693	5566	4960	4063	4706	11893	7442	5862	6124	6395	5204	Cgl1575
Cgl1576	WT-3281083	1669327	1670871	+	1545	1212	1292	1748	2136	1937	2052	2624	1622	1170	1119	1157	994	Cgl1576
Cgl1577	WT-3281083	1670886	1671845	+	960	950	1220	1382	1590	1385	1538	2481	1726	1281	1056	1030	935	Cgl1577
Cgl1578	WT-3281083	1671862	1672569	+	708	144	315	350	619	618	605	224	139	113	99	69	52	Cgl1578
Cgl1579	WT-3281083	1672737	1673144	-	408	17	150	150	216	344	336	5	11	5	6	9	4	Cgl1579
Cgl1581	WT-3281083	1674730	1675572	-	843	45	293	278	705	776	637	252	144	90	37	21	24	Cgl1581
Cgl1582	WT-3281083	1675587	1676735	-	1149	86	789	666	1772	1859	1755	309	190	162	36	40	31	Cgl1582
Cgl1583	WT-3281083	1676732	1678090	-	1359	92	642	612	1376	1584	1385	385	222	158	62	35	34	Cgl1583
Cgl1584	WT-3281083	1678513	1678746	-	234	201	194	287	177	252	215	809	409	298	221	208	158	Cgl1584
Cgl1585	WT-3281083	1678851	1681610	-	2760	9797	8853	12365	11486	9186	10798	22083	13226	10611	9746	8839	8617	Cgl1585
Cgl1586	WT-3281083	1681796	1682575	-	780	7289	4917	7725	6138	4585	5356	11162	6697	5022	6772	6479	6277	Cgl1586
Cgl1587	WT-3281083	1682654	1683871	-	1218	13937	11249	15468	13578	10256	12398	19817	11893	9681	16168	14870	14514	Cgl1587
Cgl1588	WT-3281083	1684088	1685092	-	1005	101383	89809	124509	99762	70044	89569	95195	60860	48442	90442	97156	81595	Cgl1588
Cgl1589	WT-3281083	1685581	1686564	-	984	136	411	409	700	913	901	261	164	121	66	58	56	Cgl1589
Cgl1590	WT-3281083	1686574	1687599	-	1026	1219	1177	1497	1666	1432	1456	1525	938	685	653	640	543	Cgl1590
Cgl1591	WT-3281083	1687616	1688545	-	930	1450	1153	1732	1507	1276	1440	2394	1433	1145	1213	1079	1046	Cgl1591
Cgl1592	WT-3281083	1688567	1690657	-	2091	590	1641	1483	2930	3194	3115	682	413	306	238	183	181	Cgl1592
Cgl1593	WT-3281083	1690665	1691246	-	582	843	549	886	720	695	608	673	418	358	222	203	186	Cgl1593
Cgl1594	WT-3281083	1691333	1691812	-	480	321	548	527	778	726	709	560	391	326	150	120	127	Cgl1594
Cgl1595	WT-3281083	1691824	1693092	-	1269	505	1062	1108	1949	2017	1879	557	376	320	161	156	127	Cgl1595
Cgl1596	WT-3281083	1693103	1693738	-	636	165	220	293	385	360	375	153	81	67	33	35	31	Cgl1596
Cgl1597	WT-3281083	1693739	1694725	-	987	490	987	856	1418	1544	1557	466	293	231	261	224	225	Cgl1597
Cgl1598	WT-3281083	1694726	1695385	-	660	1115	919	1356	835	822	803	1052	580	572	494	287	326	Cgl1598
Cgl1599	WT-3281083	1695431	1696966	-	1536	738	1621	1439	2776	2920	2718	563	325	250	234	179	169	Cgl1599
Cgl1600	WT-3281083	1696963	1697910	-	948	630	994	1142	1608	1587	1525	484	296	328	307	189	203	Cgl1600
Cgl1601	WT-3281083	1697930	1698439	-	510	207	201	268	314	335	314	129	86	72	53	34	48	Cgl1601
Cgl1602	WT-3281083	1698548	1700614	-	2067	209	1282	1107	2650	2862	2825	145	82	78	44	34	37	Cgl1602
Cgl1603	WT-3281083	1700641	1701864	-	1224	1366	1277	1612	2430	2161	2577	1959	1338	1118	714	946	842	Cgl1603
Cgl1604	WT-3281083	1701972	1703234	-	1263	170	951	869	1849	2152	2118	312	170	142	110	96	55	Cgl1604
Cgl1605	WT-3281083	1703496	1703783	-	288	600	529	667	743	672	805	2598	1548	1351	770	887	748	Cgl1605
Cgl1606	WT-3281083	1703875	1704447	-	573	2412	1275	2103	1678	1275	1571	5608	3253	2332	1511	1548	1331	Cgl1606
Cgl1607	WT-3281083	1704455	1704775	-	321	505	313	531	511	482	445	962	554	469	272	263	173	Cgl1607
Cgl1608	WT-3281083	1704981	1705817	-	837	1410	1473	1802	1970	1906	1960	2710	1942	1545	855	789	710	Cgl1608
Cgl1609	WT-3281083	1705823	1709164	-	3342	6324	5805	7312	7794	7408	7266	16188	12042	10294	4291	3928	3144	Cgl1609
Cgl1610	WT-3281083	1709170	1710351	-	1182	2594	3088	3475	4029	3415	4243	10398	7869	6738	2498	2605	2011	Cgl1610
Cgl1611	WT-3281083	1710481	1711824	-	1344	2110	2540	2872	3382	3330	3230	5280	3761	3406	1541	1400	1132	Cgl1611
Cgl1612	WT-3281083	1711877	1712815	-	939	1110	1317	1504	1888	1972	1907	1808	1320	1086	732	686	495	Cgl1612
Cgl1613	WT-3281083	1712816	1713394	-	579	1323	1194	1487	1463	1120	1546	2696	1720	1395	1422	1367	1100	Cgl1613
Cgl1614	WT-3281083	1713703	1715229	+	1527	1635	2630	2949	4070	3757	3927	3107	2103	1730	1578	1858	1717	Cgl1614
Cgl1615	WT-3281083	1715297	1715776	+	480	1123	1141	1413	1404	1101	1288	1750	1108	970	739	820	738	Cgl1615
Cgl1616	WT-3281083	1715766	1716230	+	465	373	401	541	579	504	557	368	240	229	111	120	135	Cgl1616
Cgl1617	WT-3281083	1716232	1716420	+	189	189	164	274	177	223	281	157	108	110	47	43	56	Cgl1617
Cgl1618	WT-3281083	1716846	1717529	-	684	850	934	1040	1413	1196	1412	2837	1705	1401	797	708	679	Cgl1618
Cgl1619	WT-3281083	1717596	1718159	-	564	1759	1573	1991	2086	1882	2057	3719	2301	2028	1156	1167	925	Cgl1619
Cgl1620	WT-3281083	1718244	1719335	-	1092	978	1323	1515	2372	2209	2164	1671	1003	917	538	427	472	Cgl1620
Cgl1621	WT-3281083	1719402	1720499	-	1098	329	1039	908	1864	2028	1938	1086	777	623	434	342	366	Cgl1621
Cgl1622	WT-3281083	1720571	1721143	-	573	123	498	446	1013	1003	1057	397	238	230	134	83	77	Cgl1622
Cgl1623	WT-3281083	1721133	1722365	-	1233	610	1034	1182	1947	2035	1978	1899	1297	1183	791	647	555	Cgl1623
Cgl1624	WT-3281083	1722435	1722848	-	414	7	176	159	224	317	297	5	3	6	2	3	3	Cgl1624
Cgl1625	WT-3281083	1722887	1723192	-	306	85	339	340	688	721	730	224	141	100	131	163	127	Cgl1625
Cgl1626	WT-3281083	1723247	1724323	+	1077	104	788	770	1833	2038	1748	246	148	134	39	26	47	Cgl1626
Cgl1627	WT-3281083	1724337	1725296	+	960	79	265	288	614	688	624	137	110	68	18	19	12	Cgl1627
Cgl1628	WT-3281083	1725293	1726048	+	756	45	294	320	788	809	671	149	112	103	43	34	29	Cgl1628
Cgl1629	WT-3281083	1726076	1726906	-	831	263	971	768	1837	1976	1890	1131	805	658	386	337	309	Cgl1629
Cgl1630	WT-3281083	1726923	1728092	-	1170	466	758	713	1546	1382	1523	1525	912	821	493	478	443	Cgl1630
Cgl1631	WT-3281083	1728089	1728637	-	549	117	434	412	888	850	931	221	157	166	113	62	80	Cgl1631
Cgl1632	WT-3281083	1728849	1731515	-	2667	2539	3217	3553	5054	4789	5033	7486	4852	4100	3045	2724	2367	Cgl1632
Cgl1633	WT-3281083	1731630	1733009	-	1380	690	888	1081	1467	1438	1358	1152	757	553	716	678	599	Cgl1633
Cgl1634	WT-3281083	1733063	1734262	-	1200	2659	2878	3436	2941	2704	2752	4356	2863	2552	2561	2142	2036	Cgl1634
Cgl1635	WT-3281083	1734452	1736278	-	1827	2374	2986	3364	4820	4495	4689	4974	3161	2692	1687	1717	1670	Cgl1635
Cgl1636	WT-3281083	1736511	1737416	+	906	700	1132	1211	1986	1934	2034	1453	801	708	712	687	720	Cgl1636
Cgl1637	WT-3281083	1737468	1740146	-	2679	286	1700	1568	3836	4313	3903	499	384	290	231	326	256	Cgl1637
Cgl1638	WT-3281083	1740177	1742036	-	1860	901	1920	1818	3455	3410	3601	2043	1425	1179	1085	1159	957	Cgl1638
Cgl1639	WT-3281083	1742036	1742686	-	651	183	583	569	1094	1260	1193	235	149	141	113	101	77	Cgl1639
Cgl1640	WT-3281083	1742780	1743376	+	597	60	253	236	507	656	602	93	78	51	49	50	35	Cgl1640
Cgl1641	WT-3281083	1743360	1744076	+	717	432	427	531	572	509	704	722	453	316	291	384	354	Cgl1641
Cgl1642	WT-3281083	1744168	1745283	+	1116	369	606	740	1340	1299	1221	398	287	203	116	124	124	Cgl1642
Cgl1643	WT-3281083	1745310	1745438	+	129	29	25	22	17	27	30	36	33	14	14	10	6	Cgl1643
Cgl1644	WT-3281083	1745492	1745989	+	498	60	288	292	658	728	561	138	70	56	24	20	22	Cgl1644
Cgl1645	WT-3281083	1746351	1747700	+	1350	207	1022	887	1738	2139	2108	108	74	60	67	57	49	Cgl1645
Cgl1646	WT-3281083	1747697	1749421	-	1725	663	1416	1310	2617	2639	2490	1164	712	647	687	457	478	Cgl1646
Cgl1647	WT-3281083	1749454	1750743	-	1290	1017	1018	1280	1751	1679	1714	1343	860	600	543	618	587	Cgl1647
Cgl1648	WT-3281083	1750789	1751430	-	642	247	335	434	355	481	462	247	164	172	142	122	111	Cgl1648
Cgl1649	WT-3281083	1751561	1752403	+	843	216	736	705	1538	1623	1687	863	603	566	303	317	307	Cgl1649
Cgl1651	WT-3281083	1752964	1753521	+	558	5873	4409	6681	4985	3654	4428	15819	9885	9091	4173	3902	3893	Cgl1651
Cgl1652	WT-3281083	1753722	1753997	+	276	139	119	160	154	110	182	611	397	353	182	154	148	Cgl1652
Cgl1653	WT-3281083	1754079	1756361	-	2283	2921	3162	3766	4371	4060	4281	3805	2596	2000	1957	1922	1686	Cgl1653
Cgl1654	WT-3281083	1756389	1756946	-	558	181	198	265	274	309	317	149	119	109	101	100	94	Cgl1654
Cgl1656	WT-3281083	1756950	1758551	-	1602	237	641	618	1135	1432	1409	139	73	65	88	85	62	Cgl1656
Cgl1657	WT-3281083	1759053	1760264	-	1212	282	701	664	1476	1508	1280	1089	844	618	488	445	361	Cgl1657
Cgl1658	WT-3281083	1760267	1762180	-	1914	298	898	1014	1984	2191	1882	924	661	523	222	180	161	Cgl1658
Cgl1659	WT-3281083	1762469	1762834	-	366	193	291	308	427	427	540	271	164	127	130	110	112	Cgl1659
Cgl1660	WT-3281083	1762883	1763974	-	1092	115	465	424	1060	1072	921	128	81	71	40	40	26	Cgl1660
Cgl1661	WT-3281083	1763981	1764601	-	621	61	195	165	368	414	453	44	35	16	16	15	8	Cgl1661
Cgl1662	WT-3281083	1764641	1765306	-	666	111	324	343	623	698	604	136	91	72	32	27	31	Cgl1662
Cgl1663	WT-3281083	1765454	1766209	-	756	1625	1118	1822	1561	1310	1358	3597	2460	1914	710	642	670	Cgl1663
Cgl1664	WT-3281083	1766479	1767327	-	849	114	204	238	366	424	452	338	189	148	123	122	118	Cgl1664
Cgl1665	WT-3281083	1767436	1767912	+	477	95	111	129	157	195	209	140	82	89	69	49	62	Cgl1665
Cgl1666	WT-3281083	1767951	1768415	-	465	31	250	246	548	603	521	49	42	28	16	9	10	Cgl1666
Cgl1667	WT-3281083	1768412	1769497	-	1086	127	938	823	1877	2234	2035	180	156	182	67	34	55	Cgl1667
Cgl1668	WT-3281083	1769498	1770463	-	966	257	617	582	1299	1294	1286	485	321	279	103	98	97	Cgl1668
Cgl1669	WT-3281083	1770486	1771145	-	660	164	252	286	463	524	441	182	120	60	29	30	33	Cgl1669
Cgl1670	WT-3281083	1771145	1771831	-	687	514	458	589	519	559	527	1188	704	601	295	277	251	Cgl1670
Cgl1671	WT-3281083	1771791	1773851	-	2061	4174	3537	4836	4748	4300	4696	12916	8379	6740	3740	3836	3276	Cgl1671
Cgl1672	WT-3281083	1774122	1775330	-	1209	4207	4294	5267	5197	5179	5727	10141	6644	5012	5605	5789	5003	Cgl1672
Cgl1673	WT-3281083	1775357	1775905	-	549	735	485	800	560	541	522	1013	531	491	574	371	395	Cgl1673
Cgl1674	WT-3281083	1775921	1776535	-	615	1423	957	1432	1163	1258	1256	2009	1062	786	1050	956	863	Cgl1674
Cgl1675	WT-3281083	1779566	1780975	-	1410	33	278	339	473	708	650	16	13	15	5	5	3	Cgl1675
Cgl1676	WT-3281083	1781018	1781581	-	564	17	165	167	391	447	389	8	10	21	0	0	4	Cgl1676
Cgl1678	WT-3281083	1782483	1783046	-	564	106	142	213	321	397	365	133	73	74	71	60	39	Cgl1678
Cgl1679	WT-3281083	1783391	1784260	+	870	447	494	641	692	588	828	1068	629	540	473	526	445	Cgl1679
Cgl1680	WT-3281083	1784358	1786940	-	2583	836	1124	1384	1586	1755	1843	669	485	270	417	386	274	Cgl1680
Cgl1681	WT-3281083	1787196	1788311	-	1116	33	237	262	436	594	600	131	89	72	19	13	14	Cgl1681
Cgl1682	WT-3281083	1788371	1790296	-	1926	41	405	485	720	1093	1040	134	110	87	7	15	10	Cgl1682
Cgl1683	WT-3281083	1790547	1791032	+	486	8	50	95	166	251	183	2	4	5	2	1	3	Cgl1683
Cgl1684	WT-3281083	1791047	1791238	+	192	0	0	7	7	12	11	3	1	1	3	2	0	Cgl1684
Cgl1685	WT-3281083	1791300	1791527	+	228	1	16	20	26	31	61	8	5	6	7	1	2	Cgl1685
Cgl1686	WT-3281083	1791925	1792356	-	432	47	118	178	129	240	252	60	26	32	12	1	6	Cgl1686
Cgl1687	WT-3281083	1793309	1793908	+	600	675	462	746	423	392	501	995	570	558	312	208	232	Cgl1687
Cgl1688	WT-3281083	1793895	1794896	+	1002	1779	1500	2053	1395	1117	1750	4200	2585	1845	990	1064	1007	Cgl1688
Cgl1690	WT-3281083	1795181	1796290	+	1110	1711	1470	2000	1098	1019	1437	16244	9903	7337	3865	4260	4015	Cgl1690
Cgl1691	WT-3281083	1796669	1797091	+	423	306	197	286	152	163	173	2360	1466	1087	192	214	242	Cgl1691
Cgl1692	WT-3281083	1797091	1797651	+	561	166	174	212	116	139	172	1871	1206	969	131	157	154	Cgl1692
Cgl1693	WT-3281083	1797653	1798519	+	867	505	532	779	497	462	693	6423	4597	3287	785	785	652	Cgl1693
Cgl1694	WT-3281083	1798817	1799239	+	423	40	126	149	338	317	313	192	139	95	29	32	18	Cgl1694
Cgl1696	WT-3281083	1799487	1800224	-	738	704	560	878	544	540	775	3062	2049	1622	1372	1101	965	Cgl1696
Cgl1697	WT-3281083	1800649	1800876	+	228	7	131	131	271	343	231	0	1	0	0	0	0	Cgl1697
Cgl1698	WT-3281083	1801171	1801836	+	666	6	32	57	60	120	113	11	3	4	2	2	1	Cgl1698
Cgl1699	WT-3281083	1801913	1802053	-	141	3	84	76	121	173	165	2	6	0	0	0	0	Cgl1699
Cgl1700	WT-3281083	1802340	1802777	+	438	10	50	36	85	111	116	14	9	14	5	5	1	Cgl1700
Cgl1701	WT-3281083	1802967	1803566	+	600	64	134	182	241	354	351	52	39	39	29	31	42	Cgl1701
Cgl1702	WT-3281083	1803619	1804044	-	426	228	204	329	213	270	295	106	60	76	67	34	33	Cgl1702
Cgl1703	WT-3281083	1804356	1804889	+	534	138	171	208	233	193	268	763	677	520	174	267	210	Cgl1703
Cgl1704	WT-3281083	1805097	1805363	+	267	6	37	39	98	106	78	40	30	27	7	5	16	Cgl1704
Cgl1705	WT-3281083	1805601	1806068	+	468	16	92	106	162	244	208	43	22	16	10	10	14	Cgl1705
Cgl1706	WT-3281083	1806096	1806335	+	240	1	12	8	13	18	22	15	10	24	7	10	6	Cgl1706
Cgl1707	WT-3281083	1806455	1807069	+	615	0	23	17	36	62	80	17	10	7	9	0	2	Cgl1707
Cgl1708	WT-3281083	1807242	1808156	+	915	9	105	103	143	305	229	21	14	25	15	8	15	Cgl1708
Cgl1709	WT-3281083	1808384	1808866	+	483	77	71	102	74	104	128	166	83	60	53	75	54	Cgl1709
Cgl1710	WT-3281083	1808900	1809583	+	684	80	136	157	221	233	238	225	125	106	101	142	116	Cgl1710
Cgl1711	WT-3281083	1809604	1809891	+	288	14	39	30	32	50	61	35	28	26	7	7	14	Cgl1711
Cgl1712	WT-3281083	1809967	1810302	+	336	20	41	24	59	59	65	68	44	38	16	11	15	Cgl1712
Cgl1713	WT-3281083	1811228	1811842	+	615	31	69	77	104	143	174	43	41	25	19	14	20	Cgl1713
Cgl1714	WT-3281083	1812020	1813015	+	996	1108	843	1346	698	618	933	493	327	235	177	178	151	Cgl1714
Cgl1715	WT-3281083	1813031	1813408	+	378	70	78	96	72	85	90	47	25	23	26	21	12	Cgl1715
Cgl1716	WT-3281083	1813682	1814161	+	480	8	28	38	38	59	56	7	8	5	5	5	2	Cgl1716
Cgl1717	WT-3281083	1814348	1815076	+	729	76	128	142	131	197	212	109	61	63	59	49	59	Cgl1717
Cgl1718	WT-3281083	1815247	1815987	+	741	371	375	477	313	296	352	627	395	311	371	293	304	Cgl1718
Cgl1719	WT-3281083	1816354	1817121	+	768	4	51	39	79	123	129	11	9	5	3	1	2	Cgl1719
Cgl1720	WT-3281083	1817140	1817598	+	459	30	79	78	75	125	120	66	31	40	31	37	20	Cgl1720
Cgl1721	WT-3281083	1817918	1818106	+	189	0	16	14	28	38	40	0	0	0	0	2	0	Cgl1721
Cgl1722	WT-3281083	1818599	1819273	+	675	128	133	196	179	167	228	188	140	100	244	223	175	Cgl1722
Cgl1723	WT-3281083	1819270	1819689	+	420	22	111	107	208	278	226	49	22	18	29	22	10	Cgl1723
